Crop,Month,Year,Rainfall,WPI
Maize,10,2017,76.3,123.7
Maize,11,2017,29.9,119.1
Maize,12,2017,15,117.9
Maize,1,2018,19.2,116.4
Maize,2,2018,20.1,117.3
Maize,3,2018,27.1,117.3
Maize,4,2018,40.2,118
Maize,5,2018,62.7,117.6
Maize,6,2018,165,121.5
Maize,7,2018,286.3,121.6
Maize,8,2018,254.3,123.2
Maize,9,2018,171.9,125.7
Maize,10,2018,77.2,129.3
Maize,11,2018,28.1,131.9
Maize,12,2018,14.1,139.2
Masoor,4,2012,47.5,102.5
Masoor,5,2012,31.7,107.4
Masoor,6,2012,117.8,109.7
Masoor,7,2012,250.2,115.2
Masoor,8,2012,262.4,119.2
Masoor,9,2012,193.5,119
Masoor,10,2012,58.7,118.6
Masoor,11,2012,30.7,118.1
Masoor,12,2012,11.7,117.4
Masoor,1,2013,11.3,119.8
Masoor,2,2013,40.1,120.1
Masoor,3,2013,15.7,119.5
Masoor,4,2013,30.4,126.1
Masoor,5,2013,57.8,127.1
Masoor,6,2013,219.8,130.6
Masoor,7,2013,310,131.5
Masoor,8,2013,254.7,132.2
Masoor,9,2013,152.7,132.7
Masoor,10,2013,129.4,130.9
Masoor,11,2013,14,134.1
Masoor,12,2013,6.7,135.6
Masoor,1,2014,19.2,136.4
Masoor,2,2014,27.4,136.6
Masoor,3,2014,36.1,140.8
Masoor,4,2014,22.2,143.3
Masoor,5,2014,72.9,145.5
Masoor,6,2014,95.4,146.2
Masoor,7,2014,261.2,147.9
Masoor,8,2014,237.5,150.2
Masoor,9,2014,188,152.6
Masoor,10,2014,60.2,152.1
Masoor,11,2014,14.4,153.9
Masoor,12,2014,10.7,157.5
Masoor,1,2015,17.4,166.8
Masoor,2,2015,21,166.2
Masoor,3,2015,62,164.9
Masoor,4,2015,69.4,165.1
Masoor,5,2015,53.8,177
Masoor,6,2015,192.8,186.3
Masoor,7,2015,242.4,188.4
Masoor,8,2015,205.2,195.6
Masoor,9,2015,131.8,195.1
Masoor,10,2015,42.9,197
Masoor,11,2015,39.4,198.8
Masoor,12,2015,15,195.5
Masoor,1,2016,19.3,190.5
Masoor,2,2016,22.8,184
Masoor,3,2016,27.6,182.3
Masoor,4,2016,37.4,186.8
Masoor,5,2016,62.6,190.2
Masoor,6,2016,168.3,191
Masoor,7,2016,289.1,190.7
Masoor,8,2016,256.3,185.6
Masoor,9,2016,171.9,182
Masoor,10,2016,76.1,179.2
Masoor,11,2016,29.7,176.8
Masoor,12,2016,14.9,169.6
Masoor,1,2017,19,161.1
Masoor,2,2017,22.6,156.2
Masoor,3,2017,27.8,154
Masoor,4,2017,37.9,155.3
Masoor,5,2017,62.4,148.5
Masoor,6,2017,168.1,144.5
Masoor,7,2017,289.3,137.5
Masoor,8,2017,256.2,136
Masoor,9,2017,171.5,138.3
Masoor,10,2017,76.3,133.8
Masoor,11,2017,29.9,130.9
Masoor,12,2017,15,130.3
Masoor,1,2018,19.2,126.7
Masoor,2,2018,20.1,122.1
Masoor,3,2018,27.1,120.6
Masoor,4,2018,40.2,120.8
Masoor,5,2018,62.7,120.7
Masoor,6,2018,165,117.8
Masoor,7,2018,286.3,117.9
Masoor,8,2018,254.3,121
Masoor,9,2018,171.9,121.8
Masoor,10,2018,77.2,121.7
Masoor,11,2018,28.1,121.2
Masoor,12,2018,14.1,124.6
Moong,4,2012,47.5,96.3
Moong,5,2012,31.7,96
Moong,6,2012,117.8,96.6
Moong,7,2012,250.2,103.6
Moong,8,2012,262.4,108.7
Moong,9,2012,193.5,108.4
Moong,10,2012,58.7,112.2
Moong,11,2012,30.7,113.5
Moong,12,2012,11.7,115.4
Moong,1,2013,11.3,116.9
Moong,2,2013,40.1,117.1
Moong,3,2013,15.7,118.3
Moong,4,2013,30.4,120
Moong,5,2013,57.8,118.9
Moong,6,2013,219.8,119
Moong,7,2013,310,118
Moong,8,2013,254.7,113.9
Moong,9,2013,152.7,117.5
Moong,10,2013,129.4,122.9
Moong,11,2013,14,126.4
Moong,12,2013,6.7,126.7
Moong,1,2014,19.2,126.5
Moong,2,2014,27.4,129.3
Moong,3,2014,36.1,132.6
Moong,4,2014,22.2,135.5
Moong,5,2014,72.9,137.8
Moong,6,2014,95.4,136.8
Moong,7,2014,261.2,142.5
Moong,8,2014,237.5,142.2
Moong,9,2014,188,141.2
Moong,10,2014,60.2,144.6
Moong,11,2014,14.4,148.5
Moong,12,2014,10.7,153.9
Moong,1,2015,17.4,159.1
Moong,2,2015,21,155.7
Moong,3,2015,62,150.7
Moong,4,2015,69.4,151.4
Moong,5,2015,53.8,155.7
Moong,6,2015,192.8,170.2
Moong,7,2015,242.4,165.3
Moong,8,2015,205.2,164.8
Moong,9,2015,131.8,167.5
Moong,10,2015,42.9,173.5
Moong,11,2015,39.4,178.1
Moong,12,2015,15,168.8
Moong,1,2016,19.3,167.1
Moong,2,2016,22.8,161
Moong,3,2016,27.6,158.7
Moong,4,2016,37.4,162.2
Moong,5,2016,62.6,161.9
Moong,6,2016,168.3,155.4
Moong,7,2016,289.1,150.4
Moong,8,2016,256.3,143.5
Moong,9,2016,171.9,134.7
Moong,10,2016,76.1,131.6
Moong,11,2016,29.7,127.4
Moong,12,2016,14.9,122.7
Moong,1,2017,19,119.7
Moong,2,2017,22.6,116.9
Moong,3,2017,27.8,115.4
Moong,4,2017,37.9,120.8
Moong,5,2017,62.4,120.1
Moong,6,2017,168.1,116.8
Moong,7,2017,289.3,113
Moong,8,2017,256.2,112.6
Moong,9,2017,171.5,112.9
Moong,10,2017,76.3,111.5
Moong,11,2017,29.9,109.8
Moong,12,2017,15,110.7
Moong,1,2018,19.2,112.2
Moong,2,2018,20.1,113
Moong,3,2018,27.1,114.1
Moong,4,2018,40.2,111.5
Moong,5,2018,62.7,113
Moong,6,2018,165,112.4
Moong,7,2018,286.3,115
Moong,8,2018,254.3,118.9
Moong,9,2018,171.9,119.8
Moong,10,2018,77.2,118.1
Moong,11,2018,28.1,121.6
Moong,12,2018,14.1,123
Niger,4,2012,47.5,116.4
Niger,5,2012,31.7,120.2
Niger,6,2012,117.8,124.4
Niger,7,2012,250.2,114
Niger,8,2012,262.4,125.2
Niger,9,2012,193.5,124.7
Niger,10,2012,58.7,119
Niger,11,2012,30.7,114.7
Niger,12,2012,11.7,112.5
Niger,1,2013,11.3,116.1
Niger,2,2013,40.1,116.1
Niger,3,2013,15.7,117.9
Niger,4,2013,30.4,117.9
Niger,5,2013,57.8,119.6
Niger,6,2013,219.8,117.4
Niger,7,2013,310,117.1
Niger,8,2013,254.7,116.5
Niger,9,2013,152.7,114.6
Niger,10,2013,129.4,115.5
Niger,11,2013,14,116.1
Niger,12,2013,6.7,116.6
Niger,1,2014,19.2,114.6
Niger,2,2014,27.4,112.6
Niger,3,2014,36.1,112.6
Niger,4,2014,22.2,114.3
Niger,5,2014,72.9,116.1
Niger,6,2014,95.4,119.2
Niger,7,2014,261.2,120.9
Niger,8,2014,237.5,123.8
Niger,9,2014,188,128.3
Niger,10,2014,60.2,128.3
Niger,11,2014,14.4,122.7
Niger,12,2014,10.7,125.7
Niger,1,2015,17.4,138.8
Niger,2,2015,21,143.3
Niger,3,2015,62,146.7
Niger,4,2015,69.4,165.2
Niger,5,2015,53.8,154.5
Niger,6,2015,192.8,192.6
Niger,7,2015,242.4,220.3
Niger,8,2015,205.2,227.6
Niger,9,2015,131.8,234
Niger,10,2015,42.9,244.2
Niger,11,2015,39.4,260.4
Niger,12,2015,15,251.3
Niger,1,2016,19.3,238.3
Niger,2,2016,22.8,243.5
Niger,3,2016,27.6,241.2
Niger,4,2016,37.4,221.2
Niger,5,2016,62.6,215.9
Niger,6,2016,168.3,210.6
Niger,7,2016,289.1,212.8
Niger,8,2016,256.3,208
Niger,9,2016,171.9,207.6
Niger,10,2016,76.1,207.6
Niger,11,2016,29.7,207.6
Niger,12,2016,14.9,199.7
Niger,1,2017,19,198
Niger,2,2017,22.6,200.4
Niger,3,2017,27.8,202.3
Niger,4,2017,37.9,201.6
Niger,5,2017,62.4,204.7
Niger,6,2017,168.1,206.7
Niger,7,2017,289.3,207.2
Niger,8,2017,256.2,205.4
Niger,9,2017,171.5,204.8
Niger,10,2017,76.3,205.9
Niger,11,2017,29.9,205.5
Niger,12,2017,15,203
Niger,1,2018,19.2,200.8
Niger,2,2018,20.1,190.2
Niger,3,2018,27.1,179.4
Niger,4,2018,40.2,169.5
Niger,5,2018,62.7,153.7
Niger,6,2018,165,141.7
Niger,7,2018,286.3,132.8
Niger,8,2018,254.3,130.9
Niger,9,2018,171.9,139.7
Niger,10,2018,77.2,140.8
Niger,11,2018,28.1,141.1
Niger,12,2018,14.1,141.1
Paddy,4,2012,47.5,104.2
Paddy,5,2012,31.7,104.2
Paddy,6,2012,117.8,107
Paddy,7,2012,250.2,111
Paddy,8,2012,262.4,114
Paddy,9,2012,193.5,116.1
Paddy,10,2012,58.7,116.6
Paddy,11,2012,30.7,116.3
Paddy,12,2012,11.7,115.9
Paddy,1,2013,11.3,116.7
Paddy,2,2013,40.1,117.9
Paddy,3,2013,15.7,118.7
Paddy,4,2013,30.4,120.4
Paddy,5,2013,57.8,121.9
Paddy,6,2013,219.8,124.9
Paddy,7,2013,310,129.4
Paddy,8,2013,254.7,132
Paddy,9,2013,152.7,131.3
Paddy,10,2013,129.4,131
Paddy,11,2013,14,131.3
Paddy,12,2013,6.7,130.6
Paddy,1,2014,19.2,131.1
Paddy,2,2014,27.4,132.3
Paddy,3,2014,36.1,132.6
Paddy,4,2014,22.2,133.7
Paddy,5,2014,72.9,136
Paddy,6,2014,95.4,137.2
Paddy,7,2014,261.2,139.6
Paddy,8,2014,237.5,140.5
Paddy,9,2014,188,140.5
Paddy,10,2014,60.2,140
Paddy,11,2014,14.4,138
Paddy,12,2014,10.7,134.6
Paddy,1,2015,17.4,133.5
Paddy,2,2015,21,134.1
Paddy,3,2015,62,132
Paddy,4,2015,69.4,132.6
Paddy,5,2015,53.8,134.2
Paddy,6,2015,192.8,133.6
Paddy,7,2015,242.4,133.4
Paddy,8,2015,205.2,133.9
Paddy,9,2015,131.8,135.2
Paddy,10,2015,42.9,135.8
Paddy,11,2015,39.4,135.6
Paddy,12,2015,15,135.4
Paddy,1,2016,19.3,135.8
Paddy,2,2016,22.8,135.3
Paddy,3,2016,27.6,135.2
Paddy,4,2016,37.4,136.3
Paddy,5,2016,62.6,139.1
Paddy,6,2016,168.3,142.2
Paddy,7,2016,289.1,144.2
Paddy,8,2016,256.3,144.6
Paddy,9,2016,171.9,144.7
Paddy,10,2016,76.1,145.1
Paddy,11,2016,29.7,145
Paddy,12,2016,14.9,144.2
Paddy,1,2017,19,143.8
Paddy,2,2017,22.6,146.4
Paddy,3,2017,27.8,147.7
Paddy,4,2017,37.9,147.6
Paddy,5,2017,62.4,148
Paddy,6,2017,168.1,148.4
Paddy,7,2017,289.3,149.1
Paddy,8,2017,256.2,148.5
Paddy,9,2017,171.5,148.8
Paddy,10,2017,76.3,149.6
Paddy,11,2017,29.9,149.2
Paddy,12,2017,15,148.8
Paddy,1,2018,19.2,150.4
Paddy,2,2018,20.1,151.4
Paddy,3,2018,27.1,152.6
Paddy,4,2018,40.2,153.3
Paddy,5,2018,62.7,154.2
Paddy,6,2018,165,153.9
Paddy,7,2018,286.3,155
Paddy,8,2018,254.3,155.6
Paddy,9,2018,171.9,155.7
Paddy,10,2018,77.2,155.7
Paddy,11,2018,28.1,155.5
Paddy,12,2018,14.1,154.7
Ragi,4,2012,47.5,107.2
Ragi,5,2012,31.7,110.3
Ragi,6,2012,117.8,108.9
Ragi,7,2012,250.2,115.6
Ragi,8,2012,262.4,126.4
Ragi,9,2012,193.5,134.1
Ragi,10,2012,58.7,149.5
Ragi,11,2012,30.7,161.5
Ragi,12,2012,11.7,162.1
Ragi,1,2013,11.3,159.7
Ragi,2,2013,40.1,170.2
Ragi,3,2013,15.7,173.8
Ragi,4,2013,30.4,173.1
Ragi,5,2013,57.8,172.9
Ragi,6,2013,219.8,170.4
Ragi,7,2013,310,174.2
Ragi,8,2013,254.7,174.5
Ragi,9,2013,152.7,169.9
Ragi,10,2013,129.4,166.7
Ragi,11,2013,14,167.2
Ragi,12,2013,6.7,164.3
Ragi,1,2014,19.2,156.6
Ragi,2,2014,27.4,158.1
Ragi,3,2014,36.1,162.5
Ragi,4,2014,22.2,163.2
Ragi,5,2014,72.9,159.2
Ragi,6,2014,95.4,157.6
Ragi,7,2014,261.2,159.6
Ragi,8,2014,237.5,163.7
Ragi,9,2014,188,163
Ragi,10,2014,60.2,161.7
Ragi,11,2014,14.4,154.4
Ragi,12,2014,10.7,160.6
Ragi,1,2015,17.4,160.6
Ragi,2,2015,21,161.1
Ragi,3,2015,62,166.7
Ragi,4,2015,69.4,164.2
Ragi,5,2015,53.8,159.5
Ragi,6,2015,192.8,158.7
Ragi,7,2015,242.4,156.1
Ragi,8,2015,205.2,159.1
Ragi,9,2015,131.8,161.5
Ragi,10,2015,42.9,159.5
Ragi,11,2015,39.4,157
Ragi,12,2015,15,158.1
Ragi,1,2016,19.3,164.3
Ragi,2,2016,22.8,166.9
Ragi,3,2016,27.6,167.3
Ragi,4,2016,37.4,174.1
Ragi,5,2016,62.6,177
Ragi,6,2016,168.3,169.3
Ragi,7,2016,289.1,169.3
Ragi,8,2016,256.3,167.1
Ragi,9,2016,171.9,167.3
Ragi,10,2016,76.1,178.1
Ragi,11,2016,29.7,209
Ragi,12,2016,14.9,228.6
Ragi,1,2017,19,242.6
Ragi,2,2017,22.6,242.9
Ragi,3,2017,27.8,258
Ragi,4,2017,37.9,252.8
Ragi,5,2017,62.4,245
Ragi,6,2017,168.1,237.5
Ragi,7,2017,289.3,247
Ragi,8,2017,256.2,261.9
Ragi,9,2017,171.5,252.5
Ragi,10,2017,76.3,233.7
Ragi,11,2017,29.9,217.3
Ragi,12,2017,15,217.6
Ragi,1,2018,19.2,207.9
Ragi,2,2018,20.1,214.9
Ragi,3,2018,27.1,220.8
Ragi,4,2018,40.2,213.5
Ragi,5,2018,62.7,211.2
Ragi,6,2018,165,208.3
Ragi,7,2018,286.3,206.6
Ragi,8,2018,254.3,216.2
Ragi,9,2018,171.9,213
Ragi,10,2018,77.2,214.1
Ragi,11,2018,28.1,211.4
Ragi,12,2018,14.1,212.9
Rape,4,2012,47.5,117.9
Rape,5,2012,31.7,118.4
Rape,6,2012,117.8,119.3
Rape,7,2012,250.2,129.5
Rape,8,2012,262.4,134.6
Rape,9,2012,193.5,136.7
Rape,10,2012,58.7,141
Rape,11,2012,30.7,142.2
Rape,12,2012,11.7,141.2
Rape,1,2013,11.3,138
Rape,2,2013,40.1,132.6
Rape,3,2013,15.7,121.6
Rape,4,2013,30.4,117.7
Rape,5,2013,57.8,117.4
Rape,6,2013,219.8,117.4
Rape,7,2013,310,116.5
Rape,8,2013,254.7,116.9
Rape,9,2013,152.7,119
Rape,10,2013,129.4,120.1
Rape,11,2013,14,122.9
Rape,12,2013,6.7,122.7
Rape,1,2014,19.2,120.4
Rape,2,2014,27.4,119.3
Rape,3,2014,36.1,118.5
Rape,4,2014,22.2,116.9
Rape,5,2014,72.9,115.9
Rape,6,2014,95.4,117.7
Rape,7,2014,261.2,121.1
Rape,8,2014,237.5,121
Rape,9,2014,188,122
Rape,10,2014,60.2,122.3
Rape,11,2014,14.4,124.3
Rape,12,2014,10.7,129.1
Rape,1,2015,17.4,127.1
Rape,2,2015,21,128
Rape,3,2015,62,126.7
Rape,4,2015,69.4,127.5
Rape,5,2015,53.8,138.6
Rape,6,2015,192.8,143
Rape,7,2015,242.4,143.8
Rape,8,2015,205.2,145.1
Rape,9,2015,131.8,148
Rape,10,2015,42.9,158.8
Rape,11,2015,39.4,163.2
Rape,12,2015,15,161.3
Rape,1,2016,19.3,154.3
Rape,2,2016,22.8,135.3
Rape,3,2016,27.6,132.3
Rape,4,2016,37.4,144.2
Rape,5,2016,62.6,147.4
Rape,6,2016,168.3,150.8
Rape,7,2016,289.1,155
Rape,8,2016,256.3,155.9
Rape,9,2016,171.9,155.5
Rape,10,2016,76.1,152.8
Rape,11,2016,29.7,153.5
Rape,12,2016,14.9,151.2
Rape,1,2017,19,147.7
Rape,2,2017,22.6,143.4
Rape,3,2017,27.8,135.3
Rape,4,2017,37.9,130.6
Rape,5,2017,62.4,130.7
Rape,6,2017,168.1,129.9
Rape,7,2017,289.3,131
Rape,8,2017,256.2,133.3
Rape,9,2017,171.5,134.6
Rape,10,2017,76.3,134.2
Rape,11,2017,29.9,135.6
Rape,12,2017,15,138.2
Rape,1,2018,19.2,137.6
Rape,2,2018,20.1,136.8
Rape,3,2018,27.1,136.1
Rape,4,2018,40.2,136.8
Rape,5,2018,62.7,136.9
Rape,6,2018,165,137.4
Rape,7,2018,286.3,140.8
Rape,8,2018,254.3,143.8
Rape,9,2018,171.9,145.6
Rape,10,2018,77.2,145.8
Rape,11,2018,28.1,146.6
Rape,12,2018,14.1,145.7
Safflower,4,2012,47.5,103.9
Safflower,5,2012,31.7,110.9
Safflower,6,2012,117.8,112.7
Safflower,7,2012,250.2,116.1
Safflower,8,2012,262.4,118.1
Safflower,9,2012,193.5,120.3
Safflower,10,2012,58.7,117.8
Safflower,11,2012,30.7,114.8
Safflower,12,2012,11.7,114.8
Safflower,1,2013,11.3,112.8
Safflower,2,2013,40.1,115.7
Safflower,3,2013,15.7,115.2
Safflower,4,2013,30.4,119.4
Safflower,5,2013,57.8,115.9
Safflower,6,2013,219.8,118.9
Safflower,7,2013,310,118.9
Safflower,8,2013,254.7,114.6
Safflower,9,2013,152.7,112.8
Safflower,10,2013,129.4,112.3
Safflower,11,2013,14,112.7
Safflower,12,2013,6.7,112.1
Safflower,1,2014,19.2,108.2
Safflower,2,2014,27.4,107.1
Safflower,3,2014,36.1,112
Safflower,4,2014,22.2,125.4
Safflower,5,2014,72.9,124.5
Safflower,6,2014,95.4,93.2
Safflower,7,2014,261.2,94.8
Safflower,8,2014,237.5,94.1
Safflower,9,2014,188,94.3
Safflower,10,2014,60.2,93
Safflower,11,2014,14.4,92.3
Safflower,12,2014,10.7,93.4
Safflower,1,2015,17.4,93.7
Safflower,2,2015,21,94.8
Safflower,3,2015,62,94.5
Safflower,4,2015,69.4,104.2
Safflower,5,2015,53.8,110.1
Safflower,6,2015,192.8,108.1
Safflower,7,2015,242.4,105.8
Safflower,8,2015,205.2,107.4
Safflower,9,2015,131.8,105.3
Safflower,10,2015,42.9,105
Safflower,11,2015,39.4,105.9
Safflower,12,2015,15,106.4
Safflower,1,2016,19.3,109
Safflower,2,2016,22.8,111.1
Safflower,3,2016,27.6,110.1
Safflower,4,2016,37.4,108.9
Safflower,5,2016,62.6,115.5
Safflower,6,2016,168.3,111.8
Safflower,7,2016,289.1,111.4
Safflower,8,2016,256.3,112
Safflower,9,2016,171.9,112.9
Safflower,10,2016,76.1,113.5
Safflower,11,2016,29.7,112.3
Safflower,12,2016,14.9,113.9
Safflower,1,2017,19,114.1
Safflower,2,2017,22.6,117
Safflower,3,2017,27.8,124.8
Safflower,4,2017,37.9,126
Safflower,5,2017,62.4,127.8
Safflower,6,2017,168.1,129.3
Safflower,7,2017,289.3,134.1
Safflower,8,2017,256.2,139.3
Safflower,9,2017,171.5,140.2
Safflower,10,2017,76.3,137.2
Safflower,11,2017,29.9,135.6
Safflower,12,2017,15,133.2
Safflower,1,2018,19.2,138.8
Safflower,2,2018,20.1,139.2
Safflower,3,2018,27.1,139
Safflower,4,2018,40.2,137.8
Safflower,5,2018,62.7,134.6
Safflower,6,2018,165,137.8
Safflower,7,2018,286.3,134.8
Safflower,8,2018,254.3,136
Safflower,9,2018,171.9,139.3
Safflower,10,2018,77.2,143.5
Safflower,11,2018,28.1,150.5
Safflower,12,2018,14.1,155.5
Sesamum,4,2012,47.5,123.7
Sesamum,5,2012,31.7,122.1
Sesamum,6,2012,117.8,120.4
Sesamum,7,2012,250.2,125.6
Sesamum,8,2012,262.4,134.8
Sesamum,9,2012,193.5,137.9
Sesamum,10,2012,58.7,138.1
Sesamum,11,2012,30.7,143.3
Sesamum,12,2012,11.7,149.7
Sesamum,1,2013,11.3,159.3
Sesamum,2,2013,40.1,161.2
Sesamum,3,2013,15.7,161.6
Sesamum,4,2013,30.4,160.5
Sesamum,5,2013,57.8,155.2
Sesamum,6,2013,219.8,155
Sesamum,7,2013,310,157.2
Sesamum,8,2013,254.7,157.2
Sesamum,9,2013,152.7,159.6
Sesamum,10,2013,129.4,149.7
Sesamum,11,2013,14,159.7
Sesamum,12,2013,6.7,164.5
Sesamum,1,2014,19.2,147.8
Sesamum,2,2014,27.4,142.5
Sesamum,3,2014,36.1,145.4
Sesamum,4,2014,22.2,147.1
Sesamum,5,2014,72.9,140.8
Sesamum,6,2014,95.4,138.7
Sesamum,7,2014,261.2,138.5
Sesamum,8,2014,237.5,141.9
Sesamum,9,2014,188,136.8
Sesamum,10,2014,60.2,136
Sesamum,11,2014,14.4,130.2
Sesamum,12,2014,10.7,127.6
Sesamum,1,2015,17.4,125.5
Sesamum,2,2015,21,121.9
Sesamum,3,2015,62,119.8
Sesamum,4,2015,69.4,116.3
Sesamum,5,2015,53.8,112.9
Sesamum,6,2015,192.8,116.1
Sesamum,7,2015,242.4,116.1
Sesamum,8,2015,205.2,114.6
Sesamum,9,2015,131.8,110.5
Sesamum,10,2015,42.9,110.1
Sesamum,11,2015,39.4,109.5
Sesamum,12,2015,15,108
Sesamum,1,2016,19.3,108.5
Sesamum,2,2016,22.8,105.7
Sesamum,3,2016,27.6,104.7
Sesamum,4,2016,37.4,119.2
Sesamum,5,2016,62.6,119.6
Sesamum,6,2016,168.3,117.2
Sesamum,7,2016,289.1,116
Sesamum,8,2016,256.3,123.7
Sesamum,9,2016,171.9,122.6
Sesamum,10,2016,76.1,118.5
Sesamum,11,2016,29.7,118.8
Sesamum,12,2016,14.9,117.3
Sesamum,1,2017,19,116.4
Sesamum,2,2017,22.6,117.8
Sesamum,3,2017,27.8,115.6
Sesamum,4,2017,37.9,116.4
Sesamum,5,2017,62.4,116.3
Sesamum,6,2017,168.1,114.3
Sesamum,7,2017,289.3,113.2
Sesamum,8,2017,256.2,115.9
Sesamum,9,2017,171.5,119.7
Sesamum,10,2017,76.3,118.5
Sesamum,11,2017,29.9,120.4
Sesamum,12,2017,15,128.3
Sesamum,1,2018,19.2,132.2
Sesamum,2,2018,20.1,133.4
Sesamum,3,2018,27.1,130.1
Sesamum,4,2018,40.2,128.1
Sesamum,5,2018,62.7,126.8
Sesamum,6,2018,165,128.1
Sesamum,7,2018,286.3,130
Sesamum,8,2018,254.3,133.9
Sesamum,9,2018,171.9,141.3
Sesamum,10,2018,77.2,150.1
Sesamum,11,2018,28.1,160.8
Sesamum,12,2018,14.1,168.8
Soyabean,4,2012,47.5,131
Soyabean,5,2012,31.7,139.6
Soyabean,6,2012,117.8,144.8
Soyabean,7,2012,250.2,182.7
Soyabean,8,2012,262.4,183.8
Soyabean,9,2012,193.5,166.2
Soyabean,10,2012,58.7,134.2
Soyabean,11,2012,30.7,140.1
Soyabean,12,2012,11.7,142.6
Soyabean,1,2013,11.3,139
Soyabean,2,2013,40.1,137.7
Soyabean,3,2013,15.7,150.9
Soyabean,4,2013,30.4,163
Soyabean,5,2013,57.8,164.4
Soyabean,6,2013,219.8,156.7
Soyabean,7,2013,310,153.5
Soyabean,8,2013,254.7,148
Soyabean,9,2013,152.7,148.1
Soyabean,10,2013,129.4,147
Soyabean,11,2013,14,160.3
Soyabean,12,2013,6.7,160.1
Soyabean,1,2014,19.2,157.8
Soyabean,2,2014,27.4,162
Soyabean,3,2014,36.1,169.5
Soyabean,4,2014,22.2,175.6
Soyabean,5,2014,72.9,188.5
Soyabean,6,2014,95.4,175.5
Soyabean,7,2014,261.2,175.9
Soyabean,8,2014,237.5,162.4
Soyabean,9,2014,188,141.8
Soyabean,10,2014,60.2,131.6
Soyabean,11,2014,14.4,135
Soyabean,12,2014,10.7,140.8
Soyabean,1,2015,17.4,144.6
Soyabean,2,2015,21,142.2
Soyabean,3,2015,62,141.3
Soyabean,4,2015,69.4,145.5
Soyabean,5,2015,53.8,166.2
Soyabean,6,2015,192.8,155.6
Soyabean,7,2015,242.4,147.1
Soyabean,8,2015,205.2,139.2
Soyabean,9,2015,131.8,139.2
Soyabean,10,2015,42.9,156.9
Soyabean,11,2015,39.4,158.3
Soyabean,12,2015,15,152.2
Soyabean,1,2016,19.3,151.3
Soyabean,2,2016,22.8,150.2
Soyabean,3,2016,27.6,151.4
Soyabean,4,2016,37.4,167.5
Soyabean,5,2016,62.6,162.4
Soyabean,6,2016,168.3,165.1
Soyabean,7,2016,289.1,158.7
Soyabean,8,2016,256.3,156.3
Soyabean,9,2016,171.9,149.3
Soyabean,10,2016,76.1,132.3
Soyabean,11,2016,29.7,126.2
Soyabean,12,2016,14.9,128.9
Soyabean,1,2017,19,127.8
Soyabean,2,2017,22.6,126
Soyabean,3,2017,27.8,124.9
Soyabean,4,2017,37.9,126.8
Soyabean,5,2017,62.4,123.4
Soyabean,6,2017,168.1,121.2
Soyabean,7,2017,289.3,121.6
Soyabean,8,2017,256.2,122.8
Soyabean,9,2017,171.5,124.8
Soyabean,10,2017,76.3,126
Soyabean,11,2017,29.9,122.2
Soyabean,12,2017,15,125.3
Soyabean,1,2018,19.2,136.6
Soyabean,2,2018,20.1,152.2
Soyabean,3,2018,27.1,156
Soyabean,4,2018,40.2,157.5
Soyabean,5,2018,62.7,155.9
Soyabean,6,2018,165,153.1
Soyabean,7,2018,286.3,150.1
Soyabean,8,2018,254.3,147.1
Soyabean,9,2018,171.9,142.9
Soyabean,10,2018,77.2,140.2
Soyabean,11,2018,28.1,141.6
Soyabean,12,2018,14.1,143.9
Sugarcane,4,2012,47.5,100
Sugarcane,5,2012,31.7,100
Sugarcane,6,2012,117.8,103.9
Sugarcane,7,2012,250.2,101.2
Sugarcane,8,2012,262.4,104.9
Sugarcane,9,2012,193.5,104.9
Sugarcane,10,2012,58.7,104.9
Sugarcane,11,2012,30.7,104.9
Sugarcane,12,2012,11.7,104.9
Sugarcane,1,2013,11.3,104.9
Sugarcane,2,2013,40.1,104.9
Sugarcane,3,2013,15.7,104.9
Sugarcane,4,2013,30.4,104.9
Sugarcane,5,2013,57.8,104.9
Sugarcane,6,2013,219.8,104.9
Sugarcane,7,2013,310,104.9
Sugarcane,8,2013,254.7,104.9
Sugarcane,9,2013,152.7,104.9
Sugarcane,10,2013,129.4,109.4
Sugarcane,11,2013,14,124.3
Sugarcane,12,2013,6.7,124.3
Sugarcane,1,2014,19.2,124.3
Sugarcane,2,2014,27.4,124.3
Sugarcane,3,2014,36.1,124.3
Sugarcane,4,2014,22.2,124.3
Sugarcane,5,2014,72.9,124.3
Sugarcane,6,2014,95.4,124.3
Sugarcane,7,2014,261.2,124.3
Sugarcane,8,2014,237.5,124.3
Sugarcane,9,2014,188,124.3
Sugarcane,10,2014,60.2,124.3
Sugarcane,11,2014,14.4,124.3
Sugarcane,12,2014,10.7,124.3
Sugarcane,1,2015,17.4,124.3
Sugarcane,2,2015,21,124.3
Sugarcane,3,2015,62,124.3
Sugarcane,4,2015,69.4,150.3
Sugarcane,5,2015,53.8,150.3
Sugarcane,6,2015,192.8,150.3
Sugarcane,7,2015,242.4,150.3
Sugarcane,8,2015,205.2,150.3
Sugarcane,9,2015,131.8,150.3
Sugarcane,10,2015,42.9,150.3
Sugarcane,11,2015,39.4,150.3
Sugarcane,12,2015,15,150.3
Sugarcane,1,2016,19.3,159.7
Sugarcane,2,2016,22.8,159.7
Sugarcane,3,2016,27.6,159.7
Sugarcane,4,2016,37.4,159.7
Sugarcane,5,2016,62.6,159.7
Sugarcane,6,2016,168.3,159.7
